"ime","cena","firma","kategorija","prodajalec","popust_procenti","popust_euro"
"Dell Vostro 3510/Core i3-1115G4/8GB/256GB SSD/15.6&quot; FHD/Intel UHD/Cam &amp; Mic/WLAN + BT","593,15 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Vostro 3515/AMD Ryzen 5 3450U/8GB/512GB SSD/15.6&quot; FHD/Radeon Vega 8/Cam &amp; M","550,75 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 5520/15.6&quot; FHD Touch/ i5-1145G7/ 16GB/M.2 512GB /Intel Iris Xe/Cam","1.217,95 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Vostro 5620/Core i5-1240P/16GB/512GB SSD/16&quot; FHD+/Intel Iris Xe/WLAN + BT/B","1.105,64 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"DELL Latitude 5430 i7-1265U/16GB/512GB SSD/14/FHD/Intel Iris Xe/W11 Pro prenosni računalnik","1.685,44 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Prenosnik HP EliteBook 840 G9 / i7 / RAM 16 GB / SSD Disk / 14,1″ WUXGA","999,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"Prenosnik DELL 40,64 cm (16,0&quot;) Vostro 5620 1920x1200 WVA 250nit i7-1260P/16GB/SSD512GB/BL/FP/GeForce MX570 2GB/Win11Pro","1.192,31 €","DELL","Prenosniki za vsakdanjo uporabo","E-misija d.o.o.","0 %","0 €"
"Dell Vostro 3510/Core i5-1135G7/8GB/256GB SSD/15.6&quot; FHD/Intel UHD/Cam &amp; Mic/WLAN + BT","665,78 €","DELL","Prenosniki za vsakdanjo uporabo","NET servis","0 %","0 €"
"Dell Latitude 7530/Core i7-1255U/16GB/512GB SSD/15.6&quot; FHD CF/Intel Iris Xe/ThBlt","1.767,60 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 5531/Core i7-12800H/16GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/FgrPr","1.784,22 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 5530/Core i7-1265U/16GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/ThBlt &amp;","1.704,68 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Prenosnik HP 15s-fq3324ng Jet Black / Intel® Pentium® / RAM 8 GB / SSD Disk / 15,6″ FHD","329,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"Prenosnik HP ENVY x360 Laptop 15-ey0659nz / OLED / AMD Ryzen™ 7 / RAM 16 GB / SSD Disk / 15,6″ FHD","899,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,8 Ghz 16 Gb 1 Tb SSD Silver","538,00 €","APPLE","Poslovni prenosniki","Okamac","21 %","144,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,5 Ghz 16 Gb 256 Gb SSD Silver","509,00 €","APPLE","Poslovni prenosniki","Okamac","8 %","48,00 €"
"MacBook Pro Retina 13"" 2017"" Core i7 2,5 Ghz 8 Gb 512 Gb SSD Space Grey","721,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,7 Ghz 8 Gb 256 Gb SSD Silver","495,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 16 Gb 128 Gb SSD Silver","548,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Dell Latitude 5530/Core i5-1245U/16GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/ThBlt &amp;","1.360,53 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"DELL Latitude 9430/Core i7-1265U/16GB/512GB SSD/14.0&quot; FHD+/Intel Iris Xe/ThBlt &amp;","2.559,14 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Prenosnik Dell Latitude E7470 / i7 / RAM 8 GB / SSD Disk / 14,0″ FHD","319,00 €","DELL","Prenosniki za vsakdanjo uporabo","eSvet","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,3 Ghz 16 Gb 1 Tb SSD Silver","538,00 €","APPLE","Poslovni prenosniki","Okamac","17 %","115,00 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,3 Ghz 16 Gb 512 Gb SSD Silver","490,00 €","APPLE","Poslovni prenosniki","Okamac","19 %","115,00 €"
"MacBook Pro Touch Bar 15"" 2017"" Core i7 3,1 Ghz 16 Gb 2 Tb SSD Space Grey","884,00 €","APPLE","Poslovni prenosniki","Okamac","16 %","173,00 €"
"Prenosnik Lenovo ThinkPad T14s Gen 1 / i5 / RAM 8 GB / SSD Disk / 14,0″ FHD","939,00 €","LENOVO","Poslovni prenosniki","SecondOption","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i5 2,6 Ghz 8 Gb 128 Gb SSD Silver","394,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 13"" 2017"" Core i5 1,8 Ghz 8 Gb 2 Tb SSD Silver","567,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Dell Latitude 5530/Core i5-1235U/16GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/ThBlt &amp;","1.404,13 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 5530/Core i5-1235U/8GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/ThBlt &amp; F","1.272,24 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 5330 2in1/ i5-1235U/8GB/256GB SSD/13.3&quot; FHD Touch/Intel Iris Xe/Th","1.467,01 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,5 Ghz 16 Gb 512 Gb SSD Silver","557,00 €","APPLE","Poslovni prenosniki","Okamac","7 %","48,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,2 Ghz 16 Gb 256 Gb SSD Silver","461,00 €","APPLE","Poslovni prenosniki","Okamac","12 %","67,00 €"
"HP Laptop 14s-dq2025nx","310,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"MacBook Air 13"" 2017"" Core i5 1,8 Ghz 8 Gb 64 Gb SSD Silver","423,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2019 Core i9 2,3 Ghz 32 Gb 512 Gb SSD Space Grey","1.663,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Dell Latitude 3420 BTX Core i5-1135G7/8GB/256GB/4 Cell/W11Pro","879,72 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"HP 255 G8 Ryzen 3 5300U/8GB/512GB/W11 Home (srebrn) prenosni računalnik","439,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 255 G8 Ryzen 3 5300U/16GB/1TB/W11 Home (srebrn) prenosni računalnik","514,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,3 Ghz 16 Gb 256 Gb SSD Silver","442,00 €","APPLE","Poslovni prenosniki","Okamac","20 %","115,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,8 Ghz 16 Gb 512 Gb SSD Silver","625,00 €","APPLE","Poslovni prenosniki","Okamac","2 %","19,00 €"
"MacBook Pro Touch Bar 16"" 2019 Core i9 2,3 Ghz 32 Gb 1 Tb SSD Space Grey","1.519,00 €","APPLE","Poslovni prenosniki","Okamac","7 %","125,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,8 Ghz 16 Gb 256 Gb SSD Silver","442,00 €","APPLE","Poslovni prenosniki","Okamac","24 %","144,00 €"
"MacBook Air 11"" 2015 Core i5 1,6 Ghz 4 Gb 64 Gb SSD Silver","288,00 €","APPLE","Poslovni prenosniki","Okamac","6 %","19,00 €"
"Prenosnik HP EliteBook 850 G8 WWAN LTE HSPA+ 4G / i7 / RAM 16 GB / SSD Disk / 15,6″ FHD","1.099,00 €","HP","Prenosniki za vsakdanjo uporabo","eSvet","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 16 Gb 256 Gb SSD Silver","548,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 128 Gb SSD Space Grey","615,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i7 3,1 Ghz 16 Gb 512 Gb SSD Silver","663,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 8 Gb 256 Gb SSD Silver","528,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 16 Gb 128 Gb SSD Silver","480,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro 13"" 2012 Core i7 2,9 Ghz 4 Gb 320 Gb HDD Silver","346,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,6 Ghz 16 Gb 256 Gb SSD Silver","408,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Dell Latitude 3520 BTX Core i5-1145G7/8GB/512GB/4 Cell/W11Pro","956,31 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Dell Latitude 3520/Core i5-1145G7/16GB/512GB SSD/15.6&quot; FHD/Intel Iris Xe/FgrPr/C","1.189,96 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Prenosnik HP 14s-dq3007nf / Intel® Celeron® / RAM 8 GB / SSD Disk / 14,0″ HD","309,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"MacBook Pro Retina 13"" 2016 Core i5 2 Ghz 16 Gb 512 Gb SSD Space Grey","557,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,7 Ghz 8 Gb 512 Gb SSD Silver","519,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,7 Ghz 8 Gb 1 Tb SSD Silver","567,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 1 Tb SSD Silver","730,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 16 Gb 1 Tb SSD Silver","576,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2012 Core i5 2,5 Ghz 8 Gb 256 Gb SSD Silver","274,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i9 2,9 Ghz 32 Gb 2 Tb SSD Space Grey","1.673,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro 13"" 2012 Core i7 2,9 Ghz 2 Gb 128 Gb SSD Silver","346,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i7 2,6 Ghz 32 Gb 512 Gb SSD Space Grey","1.307,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro 13"" 2012 Core i7 2,9 Ghz 16 Gb 750 Gb HDD Silver","399,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i7 2,6 Ghz 32 Gb 1 Tb SSD Space Grey","1.240,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,6 Ghz 16 Gb 128 Gb SSD Silver","384,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Dell Precision 5570/Core i7-12700H/16GB/512GB SSD/15.6&quot; UHD+ Touch/NVIDIA RTX A2","2.947,67 €","DELL","Poslovni prenosniki","NET servis","0 %","0 €"
"Prenosnik HP 15s-eq3007nx AMD Ryzen 5 (6 core) / AMD Ryzen™ 5 / RAM 8 GB / SSD Disk / 15,6″ FHD","459,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"HP 43,9 cm (17,3&quot;) 470 G9 1600x900 IPS 250nit i3-1215U/8GB/SSD256GB/BL/Win11Home prenosni računalnik","589,71 €","HP","Prenosni računalniki","E-misija d.o.o.","0 %","0 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,2 Ghz 16 Gb 128 Gb SSD Silver","461,00 €","APPLE","Poslovni prenosniki","Okamac","12 %","67,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,5 Ghz 16 Gb 128 Gb SSD Silver","509,00 €","APPLE","Poslovni prenosniki","Okamac","8 %","48,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,8 Ghz 16 Gb 512 Gb SSD Silver","490,00 €","APPLE","Poslovni prenosniki","Okamac","22 %","144,00 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,9 Ghz 8 Gb 128 Gb SSD Silver","413,00 €","APPLE","Poslovni prenosniki","Okamac","8 %","38,00 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 8 Gb 1 Tb SSD Silver","509,00 €","APPLE","Poslovni prenosniki","Okamac","8 %","48,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,5 Ghz 16 Gb 512 Gb SSD Silver","586,00 €","APPLE","Poslovni prenosniki","Okamac","33 %","298,00 €"
"MacBook Pro Touch Bar 15"" 2016 Core i7 2,7 Ghz 16 Gb 1 Tb SSD Silver","721,00 €","APPLE","Poslovni prenosniki","Okamac","27 %","269,00 €"
"MacBook Pro Touch Bar 15"" 2016 Core i7 2,9 Ghz 16 Gb 256 Gb SSD Silver","692,00 €","APPLE","Poslovni prenosniki","Okamac","17 %","144,00 €"
"Prenosnik HP ENVY 14-eb1777ng | RTX 3050 (4 GB) / i7 / RAM 16 GB / SSD Disk / 14,0″ 2.K","1.187,00 €","HP","Gaming prenosniki","Geri Computer d.o.o.","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 512 Gb SSD Silver","701,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,4 Ghz 8 Gb 256 Gb SSD Silver","557,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i5 2,6 Ghz 8 Gb 256 Gb SSD Silver","418,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i7 3,1 Ghz 8 Gb 128 Gb SSD Silver","625,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 11"" 2012 Core i7 2 Ghz 8 Gb 512 Gb SSD Silver","413,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro 13"" 2012 Core i7 2,9 Ghz 16 Gb 128 Gb SSD Silver","384,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"HP Pavilion 15-eh1043nf | Metal | 6 core","589,00 €","HP","Prenosniki za vsakdanjo uporabo","SecondOption","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 8 Gb 128 Gb SSD Silver","413,00 €","APPLE","Poslovni prenosniki","Okamac","10 %","48,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,5 Ghz 16 Gb 1 Tb SSD Silver","605,00 €","APPLE","Poslovni prenosniki","Okamac","7 %","48,00 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,3 Ghz 16 Gb 128 Gb SSD Silver","442,00 €","APPLE","Poslovni prenosniki","Okamac","20 %","115,00 €"
"MacBook Air 13"" 2015 Core i7 2,2 Ghz 8 Gb 64 Gb SSD Silver","365,00 €","APPLE","Poslovni prenosniki","Okamac","13 %","58,00 €"
"MacBook Pro Touch Bar 15"" 2016 Core i7 2,7 Ghz 16 Gb 1 Tb SSD Space Grey","721,00 €","APPLE","Poslovni prenosniki","Okamac","26 %","259,00 €"
"MacBook Pro Touch Bar 15"" 2017"" Core i7 3,1 Ghz 16 Gb 256 Gb SSD Space Grey","759,00 €","APPLE","Poslovni prenosniki","Okamac","20 %","192,00 €"
"Prenosnik HP Victus 16-e0115nf | RTX 3050 (4 GB) / AMD Ryzen™ 5 / RAM 8 GB / SSD Disk / 16,1″ FHD","899,00 €","HP","Gaming prenosniki","eSvet","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,4 Ghz 16 Gb 128 Gb SSD Silver","413,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,4 Ghz 16 Gb 512 Gb SSD Silver","461,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 8 Gb 1 Tb SSD Space Grey","576,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,4 Ghz 16 Gb 512 Gb SSD Silver","615,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 8 Gb 256 Gb SSD Silver","552,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i7 2,5 Ghz 8 Gb 256 Gb SSD Space Grey","682,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 13"" 2015 Core i5 1,6 Ghz 8 Gb 2 Tb SSD Silver","519,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 16"" 2019 Core i9 2,4 Ghz 32 Gb 2 Tb SSD Space Grey","2.586,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 11"" 2012 Core i5 1,7 Ghz 8 Gb 512 Gb SSD Silver","432,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Prenosnik HP 250 G8 / i3 / RAM 4 GB / 15,6″ HD","345,00 €","HP","Prenosniki za vsakdanjo uporabo","Geri Computer d.o.o.","0 %","0 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,5 Ghz 16 Gb 1 Tb SSD Silver","634,00 €","APPLE","Poslovni prenosniki","Okamac","31 %","298,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,8 Ghz 16 Gb 256 Gb SSD Silver","576,00 €","APPLE","Poslovni prenosniki","Okamac","3 %","20,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,8 Ghz 16 Gb 128 Gb SSD Silver","576,00 €","APPLE","Poslovni prenosniki","Okamac","3 %","20,00 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,9 Ghz 16 Gb 256 Gb SSD Silver","562,00 €","APPLE","Poslovni prenosniki","Okamac","16 %","115,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,2 Ghz 16 Gb 1 Tb SSD Silver","557,00 €","APPLE","Poslovni prenosniki","Okamac","10 %","68,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,8 Ghz 16 Gb 128 Gb SSD Silver","442,00 €","APPLE","Poslovni prenosniki","Okamac","24 %","144,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,5 Ghz 16 Gb 128 Gb SSD Silver","538,00 €","APPLE","Poslovni prenosniki","Okamac","35 %","298,00 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 8 Gb 512 Gb SSD Silver","461,00 €","APPLE","Poslovni prenosniki","Okamac","9 %","48,00 €"
"MacBook Pro Retina 15"" 2014 Core i7 2,5 Ghz 16 Gb 256 Gb SSD Silver","538,00 €","APPLE","Poslovni prenosniki","Okamac","35 %","298,00 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,9 Ghz 8 Gb 256 Gb SSD Silver","437,00 €","APPLE","Poslovni prenosniki","Okamac","8 %","38,00 €"
"MacBook Pro Retina 13"" 2015 Core i7 3,1 Ghz 8 Gb 1 Tb SSD Silver","721,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i5 2,8 Ghz 8 Gb 512 Gb SSD Silver","500,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i7 3 Ghz 8 Gb 512 Gb SSD Silver","500,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2012 Core i7 2,9 Ghz 8 Gb 512 Gb SSD Silver","528,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 8 Gb 512 Gb SSD Silver","548,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i5 2,8 Ghz 8 Gb 128 Gb SSD Silver","451,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2016 Core i5 2 Ghz 8 Gb 512 Gb SSD Space Grey","586,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i7 3 Ghz 8 Gb 128 Gb SSD Silver","451,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 16 Gb 512 Gb SSD Silver","596,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,6 Ghz 16 Gb 512 Gb SSD Silver","432,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 8 Gb 512 Gb SSD Silver","576,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 256 Gb SSD Space Grey","701,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 256 Gb SSD Silver","701,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 13"" 2013 Core i5 1,3 Ghz 8 Gb 1 Tb SSD Silver","355,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2017"" Core i7 3,1 Ghz 16 Gb 256 Gb SSD Space Grey","1.057,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i7 2,6 Ghz 16 Gb 1 Tb SSD Space Grey","2.259,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i9 2,9 Ghz 32 Gb 1 Tb SSD Space Grey","2.605,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 15"" 2018 Core i9 2,9 Ghz 32 Gb 512 Gb SSD Space Grey","2.509,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i5 2,6 Ghz 8 Gb 128 Gb SSD Silver","432,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"Prenosnik HP Victus 16-e0035nt | GTX 1650 / AMD Ryzen™ 5 / RAM 8 GB / SSD Disk / 16,1″ FHD","759,00 €","HP","Gaming prenosniki","SecondOption","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2 Ghz 8 Gb 256 Gb SSD Silver","413,00 €","APPLE","Poslovni prenosniki","Okamac","10 %","48,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,8 Ghz 16 Gb 1 Tb SSD Silver","673,00 €","APPLE","Poslovni prenosniki","Okamac","2 %","19,00 €"
"MacBook Pro Retina 13"" 2015 Core i5 2,9 Ghz 16 Gb 128 Gb SSD Silver","538,00 €","APPLE","Poslovni prenosniki","Okamac","17 %","115,00 €"
"MacBook Pro Retina 15"" 2015 Core i7 2,5 Ghz 16 Gb 2 Tb SSD Silver","653,00 €","APPLE","Poslovni prenosniki","Okamac","6 %","48,00 €"
"MacBook Air 13"" 2015 Core i7 2,2 Ghz 8 Gb 2 Tb SSD Silver","509,00 €","APPLE","Poslovni prenosniki","Okamac","10 %","58,00 €"
"Prenosnik HP ENVY x360 13-bf0002nx (2560 x 1600) / i7 / RAM 16 GB / SSD Disk / 13,3″ WQXGA","999,00 €","HP","Prenosniki za vsakdanjo uporabo","eSvet","0 %","0 €"
"Prenosnik HP 39,6 cm (15,6″) ProBook 455 G9 1920×1080 IPS 250nit R5-5625U/16GB/SSD512GB/AMD Radeon Graphics/36m/Win11Pro","868,47 €","HP","Prenosniki za vsakdanjo uporabo","E-misija d.o.o.","0 %","0 €"
"MacBook Pro Retina 13"" 2016 Core i5 2 Ghz 8 Gb 256 Gb SSD Silver","548,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2015 Core i7 3,1 Ghz 16 Gb 256 Gb SSD Silver","639,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,4 Ghz 8 Gb 512 Gb SSD Silver","605,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 8 Gb 1 Tb SSD Silver","576,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 8 Gb 1 Tb SSD Silver","625,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i5 2,8 Ghz 8 Gb 256 Gb SSD Silver","475,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 15"" 2013 Core i7 2,4 Ghz 16 Gb 128 Gb SSD Silver","567,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2017"" Core i5 2,3 Ghz 16 Gb 128 Gb SSD Silver","557,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2014 Core i7 3 Ghz 16 Gb 512 Gb SSD Silver","528,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Touch Bar 16"" 2019 Core i9 2,4 Ghz 32 Gb 1 Tb SSD Space Grey","2.461,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro Retina 13"" 2013 Core i7 3 Ghz 8 Gb 256 Gb SSD Silver","475,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 11"" 2014 Core i7 1,7 Ghz 8 Gb 512 Gb SSD Silver","451,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Air 11"" 2014 Core i7 1,7 Ghz 8 Gb 64 Gb SSD Silver","403,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
"MacBook Pro 13"" 2012 Core i7 2,9 Ghz 2 Gb 320 Gb HDD Silver","346,00 €","APPLE","Poslovni prenosniki","Okamac","0 %","0 €"
